Product_itemcode	product_Name	Material_itemcode	Material_name
PFTS0065	50-65 Plafon korpus	PFTS0021	Pet list 475-480 Boyalgan
PFTS0065	50-65 Plafon korpus	C0182	PVC otxod
PFTS0081	40-11 Plafon korpus	C0213	Pet list otxod
PFTS0081	40-11 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFT0148	Du 51 carlos korpus	C0014	rish abs otxod
PFT0148	Du 51 carlos korpus	C0011	rich abs drobilka
PFT0148	Du 51 carlos korpus	C0017	rich abs
PFT0195	Nar 8 Tagi Gold	PFT0024	NAr 8 Tagi
PFT0195	Nar 8 Tagi Gold	C0186	Rastvaritel
PFT0195	Nar 8 Tagi Gold	C0175	Gold rang
PFT0195	Nar 8 Tagi Gold	C0179	Plastafleks
PFTS0055	50-43 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0055	50-43 Plafon korpus	C0213	Pet list otxod
PFT0126	Ramka 68	C0014	rish abs otxod
PFT0126	Ramka 68	C0017	rich abs
PFT0096	Kiyim 72	C0074	PC otxod
PFT0096	Kiyim 72	C0071	PC
PFTS0047	50-32 Plafon korpus	C0213	Pet list otxod
PFT0106	Ramka 107	C0017	rich abs
PFT0106	Ramka 107	C0014	rish abs otxod
PFTS0103	40-42 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0103	40-42 Plafon korpus	C0213	Pet list otxod
PFTS0031	50-05 Plafon korpus	C0213	Pet list otxod
PFTS0031	50-05 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0047	50-32 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFT0199	KRISHKA-100 black	C0266	Qora abs ( Nar Patron)
PFTS0176	50-01 COFFEE Rom	PZ0030	PZ-COFFEE rang
PFTS0176	50-01 COFFEE Rom	C0261	palistrol qozon
PFTS0176	50-01 COFFEE Rom	C0061	palistrol otxod
PFT0078	Ichi 25	C0056	songru abs otxod
PFT0078	Ichi 25	C0068	songru abs
PFT0021	Nar 24 Tagi	C0014	rish abs otxod
PFT0021	Nar 24 Tagi	C0017	rich abs
PFTS0107	40-46 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0043	50-28 Plafon korpus	C0213	Pet list otxod
PFTS0043	50-28 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFT0068	Tarelka 16	C0056	songru abs otxod
PFTS0015	18w-korpus	C0150	PBT otxod
PFTS0015	18w-korpus	C0250	PBT qozon
PFTS0015	18w-korpus	LZ0003	AL-KORPUS-18
PFTS0222	40-08 Plafon Korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0222	40-08 Plafon Korpus	C0213	Pet list otxod
PFTS0107	40-46 Plafon korpus	C0213	Pet list otxod
PFTS0022	Pet list 465-470 Boyalgan	PZ0106	PZ-Pet list 465-470
PFT0112	Tosh plast 25	C0042	songru tosh abs otxod
PFT0112	Tosh plast 25	C0045	songru tosh abs
PFT0093	Ichi 86	C0014	rish abs otxod
PFT0093	Ichi 86	C0017	rich abs
PFT0100	Knopka 72	C0014	rish abs otxod
PFT0100	Knopka 72	C0017	rich abs
PFTS0058	50-49 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0058	50-49 Plafon korpus	C0213	Pet list otxod
PFT0188	RICH Ramka 4	C0017	rich abs
PFT0188	RICH Ramka 4	C0014	rich abs otxod
PFT0214	Vnut 24 Tagi qora	C0048	Qora rang
PFT0214	Vnut 24 Tagi qora	C0059	PP drobilka
PFT0214	Vnut 24 Tagi qora	C0053	Kaltsiy
PFT0130	Du 56 korpus	C0014	rich abs otxod
PFT0130	Du 56 korpus	C0017	rich abs
PFT0130	Du 56 korpus	C0011	rich abs drobilka
PFTS0119	40-03 WHITE Rom	C0061	palistrol otxod
PFT0142	Akril Panel Vnut 48 dumaloq	C0060	PP otxod
PFT0142	Akril Panel Vnut 48 dumaloq	C0040	W rang
PFT0142	Akril Panel Vnut 48 dumaloq	C0057	PP
PFT0042	PLASMASSA TEGI-100 Gold	C0175	Gold rang
PFT0042	PLASMASSA TEGI-100 Gold	PFT0044	PLASMASSA TEGI-100
PFT0042	PLASMASSA TEGI-100 Gold	C0186	Rastvaritel
PFT0068	Tarelka 16	C0044	songru abs drobilka
PFT0063	Kiyim 14	C0046	aralash otxod drobilka
PFT0063	Kiyim 14	C0043	aralash otxod
PFTS0197	50-61 RED Rom	C0061	palistrol otxod
PFTS0197	50-61 RED Rom	C0261	palistrol qozon
PFTS0119	40-03 WHITE Rom	C0064	palistrol
PFT0150	24 Driver korpus Veral YTM	PFT0056	Drayver korpus
PFT0150	24 Driver korpus Veral YTM	C0186	Rastvaritel
PFT0150	24 Driver korpus Veral YTM	C0047	Kraska
PFTS0024	50-44 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0024	50-44 Plafon korpus	C0213	Pet list otxod
PFT0050	Du 63 korpus	C0070	oq siryo
PFT0162	Sir plast 23	C0045	songru tosh abs
PFT0061	Ramka 14	C0056	songru abs otxod
PFT0061	Ramka 14	C0068	songru abs
PFTS0190	50-60 RED Rom	C0061	palistrol otxod
PFTS0190	50-60 RED Rom	C0261	palistrol qozon
PFTS0056	50-47 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0056	50-47 Plafon korpus	C0213	Pet list otxod
PFT0158	Ichi 69	C0166	PC drobilka
PFT0158	Ichi 69	C0048	Qora rang
PFT0171	Patron plast 66	C0053	Kaltsiy
PFT0171	Patron plast 66	C0060	PP otxod
PFT0171	Patron plast 66	C0041	Oq rang
PFT0171	Patron plast 66	C0165	PP sibur
PFTS0239	50-10 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0239	50-10 Plafon korpus	C0213	Pet list otxod
PFTS0106	40-45 Plafon korpus	C0213	Pet list otxod
PFTS0106	40-45 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0109	40-48 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0109	40-48 Plafon korpus	C0213	Pet list otxod
PFTS0216	40-17 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0216	40-17 Plafon korpus	C0213	Pet list otxod
PFT0001	Messi churvaqa	C0046	aralash otxod drobilka
PFT0001	Messi churvaqa	C0043	aralash otxod
PFTS0226	40-32 Plafon korpus VERAL	PZ0104	PZ-Pet list 365-370
PFTS0073	40-01 Plafon korpus	C0213	Pet list otxod
PFTS0073	40-01 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFT0008	KRISHKA-100 Gold	C0186	Rastvaritel
PFT0008	KRISHKA-100 Gold	C0179	Plastafleks
PFT0008	KRISHKA-100 Gold	C0175	Gold rang
PFT0008	KRISHKA-100 Gold	PFT0037	KRISHKA-100
PFTS0023	Pet list 365-370 Boyalgan	PZ0104	PZ-Pet list 365-370
PFT0156	8-18 Driver korpus Veral YTM	C0186	Rastvaritel
PFT0156	8-18 Driver korpus Veral YTM	PFT0056	Drayver korpus
PFT0156	8-18 Driver korpus Veral YTM	C0047	Kraska
PFT0091	Ichi 83	C0017	rich abs
PFT0091	Ichi 83	C0014	rish abs otxod
PFT0041	PLASMASSA TEGI-100 Platinum	C0186	Rastvaritel
PFT0041	PLASMASSA TEGI-100 Platinum	C0177	Platinum  rang
PFT0041	PLASMASSA TEGI-100 Platinum	PFT0044	PLASMASSA TEGI-100
PFT0103	Ramka 101	C0011	rich abs drobilka
PFT0103	Ramka 101	C0014	rish abs otxod
PFT0103	Ramka 101	C0017	rich abs
PFTS0041	50-26 Plafon korpus	C0213	Pet list otxod
PFTS0041	50-26 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFT0034	Vnut 24 Tagi	C0053	Kaltsiy
PFT0034	Vnut 24 Tagi	C0059	PP drobilka
PFT0034	Vnut 24 Tagi	C0178	Shit rang
PFT0034	Vnut 24 Tagi	C0060	PP otxod
PFT0132	Du52 pele korpus	C0017	rich abs
PFT0132	Du52 pele korpus	C0014	rich abs otxod
PFT0011	P/L Ramka 50 To'rtburchak 72 W	C0061	palistrol otxod
PFT0011	P/L Ramka 50 To'rtburchak 72 W	C0064	palistrol
PFT0153	48 Driver korpus Dusel YTM	C0186	Rastvaritel
PFT0153	48 Driver korpus Dusel YTM	PFT0056	Drayver korpus
PFT0153	48 Driver korpus Dusel YTM	C0047	Kraska
PFT0015	Nar 2 Tagi	C0017	rich abs
PFTS0226	40-32 Plafon korpus VERAL	C0213	Pet list otxod
PFTS0034	50-09 Plafon korpus	C0213	Pet list otxod
PFTS0034	50-09 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFT0015	Nar 2 Tagi	C0014	rish abs otxod
PFT0189	RICH Ramka 5	C0017	rich abs
PFTS0079	40-07 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0079	40-07 Plafon korpus	C0213	Pet list otxod
PFTS0088	40-27 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0088	40-27 Plafon korpus	C0213	Pet list otxod
PFT0060	Veral 18 korpus	C0063	yangi qora siryo
PFT0060	Veral 18 korpus	C0062	yangi qora siryo otxod
PFT0120	Ramka DL-BI3	C0072	PP drobilka sergili
PFT0189	RICH Ramka 5	C0014	rich abs otxod
PFT0159	Tosh keramika 23 (1 talik roz)	PFE0213	Tosh loy (disk)
PFT0120	Ramka DL-BI3	C0053	Kaltsiy
PFT0120	Ramka DL-BI3	C0041	Oq rang
PFT0120	Ramka DL-BI3	C0060	PP otxod
PFTS0053	50-41 Plafon korpus	C0213	Pet list otxod
PFTS0053	50-41 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0068	50-68 Plafon korpus	C0182	PVC otxod
PFTS0068	50-68 Plafon korpus	PFTS0021	Pet list 475-480 Boyalgan
PFT0159	Tosh keramika 23 (1 talik roz)	PFE0304	Tosh keramika 23 (1 talik roz) tozalash
PFT0097	Knopka 101	C0017	rich abs
PFT0097	Knopka 101	C0014	rish abs otxod
PFTS0080	40-09 Plafon korpus	C0213	Pet list otxod
PFTS0080	40-09 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFT0082	Ichi 23	C0056	songru abs otxod
PFT0082	Ichi 23	C0068	songru abs
PFT0198	PARRAK-100 black	C0266	Qora abs ( Nar Patron)
PFTS0089	40-28 Plafon korpus	C0213	Pet list otxod
PFTS0089	40-28 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFT0170	Ramka 105	C0014	rich abs otxod
PFT0170	Ramka 105	C0017	rich abs
PFTS0105	40-44 Plafon korpus	C0213	Pet list otxod
PFTS0004	15w-qopqoq	C0231	PC lampa
PFTS0004	15w-qopqoq	C0234	PC lampa otxod
PFTS0087	40-26 Plafon korpus	C0213	Pet list otxod
PFTS0087	40-26 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0105	40-44 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0021	Pet list 475-480 Boyalgan	PZ0105	PZ-Pet list 475-480
PFT0009	KRISHKA-100 Silver	C0186	Rastvaritel
PFT0009	KRISHKA-100 Silver	C0176	Silver  rang
PFT0009	KRISHKA-100 Silver	C0179	Plastafleks
PFT0009	KRISHKA-100 Silver	PFT0037	KRISHKA-100
PFT0121	Ramka DL-BI4	C0053	Kaltsiy
PFT0121	Ramka DL-BI4	C0041	Oq rang
PFT0121	Ramka DL-BI4	C0072	PP drobilka sergili
PFT0121	Ramka DL-BI4	C0060	PP otxod
PFTS0117	40-02 WHITE Rom	C0064	palistrol
PFTS0117	40-02 WHITE Rom	C0061	palistrol otxod
PFT0205	Vnut 36 Oyna	C0217	Stretch plafon
PFT0205	Vnut 36 Oyna	C0064	palistrol
PFT0205	Vnut 36 Oyna	C0048	Qora rang
PFTS0101	40-40 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0101	40-40 Plafon korpus	C0213	Pet list otxod
PFTS0240	50-12 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0240	50-12 Plafon korpus	C0213	Pet list otxod
PFTS0026	50-46 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0026	50-46 Plafon korpus	C0213	Pet list otxod
PFT0020	Nar 16 Tagi	C0014	rish abs otxod
PFT0020	Nar 16 Tagi	C0017	rich abs
PFTS0077	40-05 Plafon korpus	C0213	Pet list otxod
PFTS0077	40-05 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0137	40-09 WHITE Rom	C0064	palistrol
PFTS0137	40-09 WHITE Rom	C0061	palistrol otxod
PFTS0116	40-02 COFFEE Rom	PZ0030	PZ-COFFEE rang
PFTS0116	40-02 COFFEE Rom	C0061	palistrol otxod
PFTS0116	40-02 COFFEE Rom	C0261	palistrol qozon
PFTS0131	40-06 WHITE Rom	C0061	palistrol otxod
PFTS0131	40-06 WHITE Rom	C0064	palistrol
PFTS0054	50-42 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0054	50-42 Plafon korpus	C0213	Pet list otxod
PFT0192	Vnut 24 Ramka Gold	C0175	Gold rang
PFT0192	Vnut 24 Ramka Gold	C0186	Rastvaritel
PFT0192	Vnut 24 Ramka Gold	C0179	Plastafleks
PFT0192	Vnut 24 Ramka Gold	PFT0014	Vnut 24 Ramka
PFTS0046	50-31 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0046	50-31 Plafon korpus	C0213	Pet list otxod
PFTS0052	50-40 Plafon korpus	PFTS0022	Pet list 465-470 Boyalgan
PFTS0052	50-40 Plafon korpus	C0213	Pet list otxod
PFTS0018	40w-korpus	C0149	PBT
PFTS0018	40w-korpus	LZ0059	AL-KORPUS-40
PFTS0018	40w-korpus	C0150	PBT otxod
PFT0035	Vnut 12 Tagi	C0053	Kaltsiy
PFT0035	Vnut 12 Tagi	C0178	Shit rang
PFT0035	Vnut 12 Tagi	C0059	PP drobilka
PFT0035	Vnut 12 Tagi	C0060	PP otxod
PFT0185	Vnut 12 Ramka Platinum	C0186	Rastvaritel
PFT0185	Vnut 12 Ramka Platinum	PFT0133	Vnut 12 Ramka
PFT0185	Vnut 12 Ramka Platinum	C0179	Plastafleks
PFT0185	Vnut 12 Ramka Platinum	C0177	Platinum  rang
PFT0084	Churvaqa 96	C0074	PC otxod
PFT0084	Churvaqa 96	C0071	PC
PFT0154	48 Driver korpus Veral YTM	C0186	Rastvaritel
PFT0154	48 Driver korpus Veral YTM	PFT0056	Drayver korpus
PFT0154	48 Driver korpus Veral YTM	C0047	Kraska
PFT0079	Ramka 35	C0056	songru abs otxod
PFT0079	Ramka 35	C0068	songru abs
PFT0122	vilka 59	C0157	artel abs
PFT0122	vilka 59	C0262	Rich artel aralash otxod
PFT0122	vilka 59	C0017	rich abs
PFTS0108	40-47 Plafon korpus	C0213	Pet list otxod
PFTS0108	40-47 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFT0010	KRISHKA-100 Platinum	PFT0037	KRISHKA-100
PFT0010	KRISHKA-100 Platinum	C0179	Plastafleks
PFT0010	KRISHKA-100 Platinum	C0186	Rastvaritel
PFT0010	KRISHKA-100 Platinum	C0177	Platinum  rang
PFTS0098	40-37 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFTS0098	40-37 Plafon korpus	C0213	Pet list otxod
PFTS0096	40-35 Plafon korpus	C0213	Pet list otxod
PFTS0096	40-35 Plafon korpus	PFTS0023	Pet list 365-370 Boyalgan
PFT0006	Vnut 6 Oyna	C0064	palistrol
PFT0114	Tosh plast 24	C0039	songru tosh abs drobilka
PFT0114	Tosh plast 24	C0045	songru tosh abs
PFT0114	Tosh plast 24	C0042	songru tosh abs otxod
PFT0149	24 Driver korpus Dusel YTM	C0047	Kraska
PFT0149	24 Driver korpus Dusel YTM	PFT0056	Drayver korpus
PFT0149	24 Driver korpus Dusel YTM	C0186	Rastvaritel
PFT0006	Vnut 6 Oyna	C0217	Stretch plafon
PFT0006	Vnut 6 Oyna	C0048	Qora rang
PFT0006	Vnut 6 Oyna	C0061	palistrol otxod
PFTS0256	40-09 COFFEE Gul	C0261	palistrol qozon
PFTS0256	40-09 COFFEE Gul	PZ0028	PZ-To'q COFFEE rang
PFTS0255	40-05 WHITE Gul	C0061	palistrol otxod
PFTS0255	40-05 WHITE Gul	C0064	palistrol
PFTS0249	40-01 WHITE Gul	C0061	palistrol otxod
PFTS0250	40-02 COFFEE Gul	PZ0030	PZ-COFFEE rang
PFTS0250	40-02 COFFEE Gul	C0061	palistrol otxod
PFTS0250	40-02 COFFEE Gul	C0261	palistrol qozon
PFTS0264	40-36 rom	C0017	rich abs
PFTS0264	40-36 rom	C0014	rich abs otxod
PFTS0256	40-09 COFFEE Gul	C0061	palistrol otxod
PFTS0249	40-01 WHITE Gul	C0064	palistrol
PFTS0253	40-05 COFFEE Gul	C0064	palistrol
PFTS0253	40-05 COFFEE Gul	C0061	palistrol otxod
PFTS0253	40-05 COFFEE Gul	PZ0030	PZ-COFFEE rang
PFTS0245	40-01 BLUE Gul	PZ0025	PZ-BLUE rang
PFTS0247	40-01 Oq cheti Gulli	C0061	palistrol otxod
PFTS0245	40-01 BLUE Gul	C0064	palistrol
PFTS0251	40-02 WHITE Gul	C0064	palistrol
PFTS0246	40-01 COFFEE Gul	C0064	palistrol
PFTS0246	40-01 COFFEE Gul	PZ0030	PZ-COFFEE rang
PFTS0251	40-02 WHITE Gul	C0061	palistrol otxod
PFTS0245	40-01 BLUE Gul	C0061	palistrol otxod
PFTS0246	40-01 COFFEE Gul	C0061	palistrol otxod
PFTS0250	40-02 COFFEE Gul	C0064	palistrol
PFTS0250	40-02 COFFEE Gul	C0058	palistrol otxod drobilka
PFTS0248	40-01 RED Gul	PZ0031	PZ-RED rang
PFTS0248	40-01 RED Gul	C0061	palistrol otxod
PFTS0248	40-01 RED Gul	C0064	palistrol
PFTS0247	40-01 Oq cheti Gulli	C0064	palistrol
PFTS0256	40-09 COFFEE Gul	C0064	palistrol
PFTS0256	40-09 COFFEE Gul	C0058	palistrol otxod drobilka
PFTS0243	30-03 red Rom	PZ0031	PZ-RED rang
PFTS0243	30-03 red Rom	C0058	palistrol otxod drobilka
PFTS0243	30-03 red Rom	C0064	palistrol
PFTS0243	30-03 red Rom	C0061	palistrol otxod
PFTS0243	30-03 red Rom	C0261	palistrol qozon
PFT0203	40-35 Ramka Silver	C0010	vanna abs
PFT0203	40-35 Ramka Silver	C0043	aralash otxod
PFT0203	40-35 Ramka Silver	C0186	Rastvaritel
PFT0203	40-35 Ramka Silver	C0179	Plastafleks
PFT0203	40-35 Ramka Silver	C0013	vanna abs otxod
PFT0203	40-35 Ramka Silver	C0176	Silver  rang
PFTS0241	30-03 blue Rom	C0261	palistrol qozon
PFTS0241	30-03 blue Rom	C0061	palistrol otxod
PFTS0241	30-03 blue Rom	C0058	palistrol otxod drobilka
PFTS0241	30-03 blue Rom	C0064	palistrol
PFTS0241	30-03 blue Rom	PZ0025	PZ-BLUE rang
PFT0201	40-35 Ramka Gold	C0043	aralash otxod
PFT0201	40-35 Ramka Gold	C0010	vanna abs
PFT0201	40-35 Ramka Gold	C0013	vanna abs otxod
PFT0201	40-35 Ramka Gold	C0186	Rastvaritel
PFT0201	40-35 Ramka Gold	C0179	Plastafleks
PFT0201	40-35 Ramka Gold	C0175	Gold rang
PFTS0232	40-09 blue Rom	C0058	palistrol otxod drobilka
PFTS0232	40-09 blue Rom	C0261	palistrol qozon
PFTS0232	40-09 blue Rom	C0061	palistrol otxod
PFTS0232	40-09 blue Rom	C0064	palistrol
PFTS0232	40-09 blue Rom	PZ0025	PZ-BLUE rang
PFTS0231	40-09 Red Rom	C0058	palistrol otxod drobilka
PFTS0231	40-09 Red Rom	C0261	palistrol qozon
PFTS0231	40-09 Red Rom	PZ0031	PZ-RED rang
PFTS0231	40-09 Red Rom	C0061	palistrol otxod
PFTS0231	40-09 Red Rom	C0064	palistrol
PFT0200	40-35 Ramka Platinum	C0179	Plastafleks
PFT0200	40-35 Ramka Platinum	C0013	vanna abs otxod
PFT0200	40-35 Ramka Platinum	C0010	vanna abs
PFT0200	40-35 Ramka Platinum	C0186	Rastvaritel
PFT0200	40-35 Ramka Platinum	C0043	aralash otxod
PFT0200	40-35 Ramka Platinum	C0177	Platinum  rang
PFTS0236	50-06 white Rom	C0061	palistrol otxod
PFTS0236	50-06 white Rom	C0064	palistrol
PFT0202	40-35 Ramka Black	C0246	Black rang
PFT0202	40-35 Ramka Black	C0013	vanna abs otxod
PFT0202	40-35 Ramka Black	C0043	aralash otxod
PFT0202	40-35 Ramka Black	C0186	Rastvaritel
PFT0202	40-35 Ramka Black	C0010	vanna abs
PFT0202	40-35 Ramka Black	C0179	Plastafleks
PFTS0235	50-06 coffee Rom	C0061	palistrol otxod
PFTS0235	50-06 coffee Rom	PZ0028	PZ-To'q COFFEE rang
PFTS0235	50-06 coffee Rom	C0261	palistrol qozon
PFTS0235	50-06 coffee Rom	C0064	palistrol
PFTS0235	50-06 coffee Rom	C0058	palistrol otxod drobilka
